order_id,order_date,ship_date,customer_id,customer_name,customer_segment,region,country,product_category,product_sub_category,channel,quantity,unit_price,discount_pct,shipping_cost,order_status,satisfaction_score,_flag_duplicate,_flag_dates,_flag_quantity,_flag_price,_flag_customer,_flag_geo,_flag_satisfaction
ORD-12187,2025-12-12,2025-12-13,CUST-0665,Alex Lopez,Consumer,North America,Mexico,Software,SaaS Subscriptions,Direct Sales,30,660.35,0.33,31.8,Returned,4,,,,,,,
ORD-12188,2024-10-16,2024-10-17,CUST-0108,Dakota Chen,SMB,Europe,United Kingdom,Furniture,Storage,Partner,36,1882.28,0.06,33.87,Cancelled,,,,,,,,missing
ORD-12189,2023-03-19,2023-03-21,CUST-0049,Reese Anderson,Enterprise,Latin America,Argentina,Furniture,Lighting,Online,47,1653.32,0.17,27.58,Completed,4,,,,,,,
ORD-12190,2023-01-01,2023-01-08,CUST-0712,Pat Thomas,Consumer,North America,Canada,Electronics,Networking,Direct Sales,24,771.52,0.3,15.05,Completed,5,,,,,,,
ORD-12191,2024-05-01,2024-05-02,CUST-0600,Sam Lee,Government,Latin America,Argentina,Furniture,Chairs,Direct Sales,17,1158.62,0.34,20.2,Completed,4,,,,,,,
ORD-12192,2024-07-16,2024-07-29,CUST-0606,Sam Anderson,Consumer,Latin America,Argentina,Furniture,Chairs,Online,50,1137.74,0.27,99.65,Completed,3,,,,,,,
ORD-12193,2024-05-18,2024-05-23,CUST-0763,Reese Thomas,Enterprise,Asia Pacific,Japan,Electronics,Accessories,Retail,36,1830.06,0.08,12.82,Completed,4,,,,,,,
ORD-12194,2024-01-20,2024-01-23,CUST-0514,Riley Wilson,SMB,North America,Mexico,Electronics,Networking,Direct Sales,32,906.58,0.03,1.02,Completed,3,,,,,,,
ORD-12195,2023-05-16,2023-05-25,CUST-0279,,Enterprise,Middle East,UAE,Electronics,Laptops,Online,6,459.18,0.02,125.73,Returned,4,,,,,missing_name,,
ORD-12196,2023-11-28,2023-11-30,CUST-0364,Finley Singh,Consumer,Middle East,Qatar,Electronics,Monitors,Direct Sales,10,536.8,0.09,67.24,Returned,4,,,,,,,
ORD-12197,2024-02-06,2024-02-10,CUST-0407,Morgan Garcia,SMB,Europe,Singapore,Office Supplies,Labels,Online,41,1925.58,0.04,77.3,Pending,5,,,,,,region_country_mismatch,
ORD-12198,2023-09-06,2023-09-16,CUST-0482,Pat Garcia,Consumer,Middle East,Qatar,Services,Training,Online,26,825.8,0.22,17.73,Completed,5,,,,,,,
ORD-12199,2025-02-10,2025-02-16,CUST-0467,,Government,Asia Pacific,Singapore,Office Supplies,Labels,Direct Sales,21,1202.92,0.32,73.57,Completed,4,,,,,missing_name,,
ORD-12200,2024-05-23,2024-06-05,CUST-0487,Blake Nguyen,Consumer,Europe,Germany,Services,Consulting,Partner,19,1383.97,0.32,107.83,Completed,,,,,,,,out_of_range(10)
ORD-12201,2023-11-15,2023-11-12,CUST-0471,Taylor Clark,Government,Europe,Germany,Electronics,Monitors,Retail,22,1030.34,0.15,84.07,Completed,3,,ship_before_order,,,,,
ORD-12202,2025-10-20,2025-10-27,CUST-0634,Taylor Singh,Government,Europe,United Kingdom,Services,Installation,Retail,44,68.61,0.21,87.32,Completed,2,,,,,,,
ORD-12203,2023-06-11,2023-06-21,CUST-0504,Rowan Singh,SMB,Asia Pacific,Singapore,Electronics,Accessories,Direct Sales,8,1408.01,0.26,23.75,Completed,4,,,,,,,
ORD-12204,2025-05-05,2025-05-08,CUST-0647,Drew Patel,Consumer,Latin America,Argentina,Furniture,Storage,Online,25,332.09,0.23,8.52,Completed,5,,,,,,,
ORD-12205,2023-08-16,2023-08-17,CUST-0275,Pat Lee,Enterprise,Asia Pacific,Australia,Electronics,Networking,Online,39,1102.89,0.23,3.35,Cancelled,3,,,,,,,
ORD-12206,2024-05-02,2024-05-07,CUST-0093,Finley King,Consumer,Latin America,Colombia,Office Supplies,Paper,Partner,23,731.61,0.11,120.99,Completed,3,,,,,,,
ORD-12207,2025-04-11,2027-07-21,CUST-0025,Skyler Anderson,Consumer,North America,Spain,Furniture,Chairs,Direct Sales,33,802.24,0.01,66.97,Completed,3,,ship_date_far_future,,,,region_country_mismatch,
ORD-12208,2025-05-24,2025-06-07,CUST-0641,Drew Johnson,Government,Latin America,Argentina,Services,Installation,Online,14,533.16,0.11,51.33,Returned,3,,,,,,,
ORD-12209,2024-02-07,2024-02-13,CUST-0753,Quinn Lee,Enterprise,North America,Mexico,Office Supplies,Paper,Direct Sales,39,311.07,0.25,95.55,Pending,4,,,,,,,
ORD-12210,2024-07-27,2024-08-09,CUST-0242,Avery Kim,SMB,Middle East,Saudi Arabia,Software,Support Plans,Online,36,200.53,0.28,97.07,Completed,4,,,,,,,
ORD-12211,2024-10-12,2024-10-22,CUST-0226,Skyler Smith,SMB,Europe,Spain,Office Supplies,Labels,Online,45,1726.32,0.21,106.24,Completed,,,,,,,,missing
ORD-10350,2024-03-09,2024-03-20,CUST-0638,Reese Young,Enterprise,Europe,France,Office Supplies,Paper,Direct Sales,6,989.65,0.14,102.3,Completed,4,duplicate_of_ORD-10350,,,,,,
ORD-12213,2024-03-05,2024-03-11,CUST-0212,Taylor Hall,Consumer,North America,Canada,Furniture,Storage,Direct Sales,49,1089.1,0.16,20.59,Completed,3,,,,,,,
ORD-12214,2025-10-13,2025-10-15,CUST-0775,,Enterprise,Latin America,Colombia,Furniture,Chairs,Online,9,584.0,0.14,24.16,Completed,5,,,,,missing_name,,
ORD-12215,2025-06-18,2025-06-22,CUST-0145,Jamie Patel,Government,Europe,Germany,Furniture,Chairs,Partner,28,403.9,0.34,83.43,Completed,3,,,,,,,
ORD-12216,2024-12-12,2024-12-22,CUST-0008,Avery Lopez,Consumer,Asia Pacific,India,Software,SaaS Subscriptions,Online,20,433.59,0.09,0.52,Completed,4,,,,,,,
ORD-12217,2024-04-20,2024-04-25,CUST-0745,Skyler Singh,SMB,Asia Pacific,Japan,Services,Installation,Partner,1,1508.22,0.23,90.55,Completed,4,,,,,,,
ORD-12218,2023-01-02,2023-01-04,CUST-0723,Rowan Lee,Government,Latin America,Brazil,Furniture,Desks,Partner,29,889.87,0.04,91.89,Completed,3,,,,,,,
ORD-12219,2024-05-01,2024-05-02,CUST-0331,Avery Hall,Government,Latin America,Colombia,Furniture,Desks,Online,2,1450.51,0.22,128.05,Completed,4,,,,,,,
ORD-12220,2023-10-23,2023-10-27,CUST-0651,,Government,Asia Pacific,India,Software,Support Plans,Online,-47,317.85,0.3,87.16,Completed,4,,,negative,,missing_name,,
ORD-12221,2025-01-09,2025-01-23,CUST-0475,Jordan Johnson,Consumer,Middle East,Qatar,Services,Installation,Retail,40,1384.15,0.39,37.6,Completed,3,,,,,,,
ORD-12222,2023-08-02,2023-08-10,CUST-0109,Sam Wilson,Consumer,Asia Pacific,Japan,Software,Support Plans,Partner,25,31.94,0.18,149.81,Completed,5,,,,,,,
ORD-12223,2025-02-23,2025-02-24,CUST-0023,Skyler Anderson,SMB,Middle East,Qatar,Services,Installation,Direct Sales,19,1157.81,0.32,15.42,Pending,4,,,,,,,
ORD-12224,2023-02-13,2023-02-26,CUST-0109,Sam Wilson,Consumer,Europe,France,Services,Installation,Direct Sales,34,1380.71,0.09,34.39,Completed,2,,,,,,,
ORD-12225,2024-11-26,2024-12-07,CUST-0636,Jordan Johnson,Consumer,Middle East,Saudi Arabia,Software,Licenses,Partner,42,995.88,0.02,147.73,Completed,4,,,,,,,
ORD-12226,2025-08-20,2025-08-23,CUST-0207,Finley Singh,Government,Asia Pacific,Japan,Office Supplies,Paper,Partner,47,1862.21,0.23,65.08,Completed,3,,,,,,,
ORD-12227,2023-08-26,2023-08-28,CUST-0714,Dakota Kim,SMB,Middle East,Qatar,Services,Training,Partner,8,1249.8,0.25,57.96,Completed,4,,,,,,,
ORD-12228,2023-02-17,2023-03-02,CUST-0763,Reese Thomas,Enterprise,North America,Mexico,Electronics,Laptops,Online,1,1794.71,0.09,24.69,Returned,3,,,,,,,
ORD-12229,2023-09-04,2023-09-15,CUST-0594,Drew Young,Consumer,Latin America,Colombia,Office Supplies,Binders,Online,39,230.02,0.1,35.77,Pending,4,,,,,,,
ORD-12230,2024-07-12,2024-07-13,CUST-0538,Casey Chen,Government,North America,Mexico,Electronics,Laptops,Online,21,804.45,0.19,90.43,Completed,5,,,,,,,
ORD-12231,2024-05-01,2024-05-13,CUST-0050,Avery King,Enterprise,Asia Pacific,Argentina,Electronics,Accessories,Online,28,559.79,0.18,9.03,Completed,4,,,,,,region_country_mismatch,
ORD-12232,2025-10-18,2025-10-23,CUST-0594,Drew Young,Consumer,Asia Pacific,India,Office Supplies,Pens,Retail,24,1736.09,0.26,57.78,Completed,5,,,,,,,
ORD-12233,2023-09-12,2023-09-13,CUST-0481,Sage Martinez,Enterprise,Middle East,Saudi Arabia,Furniture,Chairs,Online,30,84.43,0.29,3.43,Completed,4,,,,,,,
ORD-12234,2023-08-27,2023-08-30,CUST-0756,Jordan Singh,Government,Asia Pacific,Argentina,Software,Licenses,Partner,35,63.8,0.35,128.95,Cancelled,3,,,,,,region_country_mismatch,
ORD-12235,2025-04-22,2025-04-28,CUST-0509,Avery Young,SMB,North America,United States,Office Supplies,Binders,Partner,35,606.15,0.14,85.23,Cancelled,,,,,,,,missing
ORD-12236,2023-02-13,2023-02-19,CUST-0311,Pat Patel,SMB,Asia Pacific,India,Services,Training,Retail,24,293.62,0.04,52.4,Completed,4,,,,,,,
ORD-12237,2025-03-10,2025-03-22,CUST-0412,Dakota Kim,SMB,Latin America,Argentina,Furniture,Storage,Partner,16,212.06,0.34,48.11,Completed,4,,,,,,,
ORD-12238,2024-04-23,2024-04-30,CUST-0230,Alex Lee,Consumer,Asia Pacific,Japan,Services,Training,Online,37,0.0,0.05,17.96,Cancelled,5,,,,zero_unit_price,,,
ORD-12239,2025-05-03,2025-05-09,CUST-0344,Finley Kim,Consumer,Middle East,UAE,Furniture,Chairs,Direct Sales,-22,1313.09,0.09,20.48,Completed,4,,,negative,,,,
ORD-12240,2023-04-28,2023-04-29,CUST-0171,Avery Thomas,Government,Asia Pacific,Australia,Electronics,Accessories,Direct Sales,20,39.06,0.16,81.68,Completed,5,,,,,,,
ORD-12241,2025-08-01,2025-08-07,CUST-0198,Drew Anderson,Enterprise,North America,Mexico,Office Supplies,Pens,Retail,37,305.59,0.12,123.07,Completed,5,,,,,,,
ORD-12242,2023-11-26,2023-11-28,CUST-0445,Casey Thomas,Consumer,Middle East,Qatar,Services,Consulting,Direct Sales,33,316.1,0.35,124.77,Completed,5,,,,,,,
ORD-12243,2024-01-26,2024-02-07,CUST-0200,Quinn Smith,SMB,Asia Pacific,Japan,Electronics,Networking,Online,20,535.98,0.24,51.28,Completed,4,,,,,,,
ORD-12244,2023-10-07,2023-10-04,CUST-0234,Jamie Young,Consumer,Asia Pacific,India,Software,Support Plans,Partner,29,684.87,0.12,129.41,Completed,4,,ship_before_order,,,,,
ORD-12245,2024-04-11,2024-04-15,CUST-0678,Reese Garcia,Government,Europe,France,Electronics,Networking,Retail,-5,142.08,0.05,148.3,Cancelled,3,,,negative,,,,
ORD-12246,2023-04-08,2023-04-19,CUST-0732,Sage Nguyen,Government,North America,Mexico,Electronics,Networking,Retail,5,85.04,0.3,4.63,Completed,4,,,,,,,
ORD-12247,2024-12-10,2024-12-12,CUST-0022,Dakota Lee,SMB,Europe,France,Furniture,Lighting,Retail,-50,1413.51,0.19,123.9,Completed,5,,,negative,,,,
ORD-12248,2025-06-11,2025-06-17,CUST-0474,Reese Lopez,Government,Latin America,Argentina,Office Supplies,Binders,Retail,39,1910.17,0.19,15.0,Completed,4,,,,,,,
ORD-12249,2023-06-06,2023-06-13,CUST-0035,Jordan Garcia,SMB,Middle East,Saudi Arabia,Software,Support Plans,Online,10,330.89,0.23,39.99,Completed,3,,,,,,,
ORD-12250,2024-09-27,2024-10-02,CUST-0337,Dakota Smith,Government,North America,Mexico,Office Supplies,Pens,Online,30,285.18,0.26,13.96,Completed,2,,,,,,,
ORD-12251,2023-08-25,2023-09-07,CUST-0136,,Government,Europe,France,Office Supplies,Binders,Partner,41,1841.46,0.31,108.66,Completed,5,,,,,missing_name,,
ORD-12252,2025-08-01,2025-08-10,CUST-0028,Taylor Wilson,Consumer,Europe,Germany,Office Supplies,Labels,Direct Sales,46,960.36,0.34,142.16,Completed,4,,,,,,,
ORD-12253,2024-03-07,2024-03-19,CUST-0329,Jordan Chen,Consumer,North America,Canada,Furniture,Storage,Partner,24,78.43,0.18,51.86,Completed,4,,,,,,,
ORD-12254,2023-11-28,2023-12-09,CUST-0474,Reese Lopez,Government,Europe,France,Furniture,Desks,Partner,24,822.02,0.29,52.64,Completed,5,,,,,,,
ORD-12255,2024-08-04,2024-08-10,CUST-0004,Finley Nguyen,Enterprise,North America,United States,Furniture,Chairs,Online,44,1600.54,0.23,75.42,Cancelled,4,,,,,,,
ORD-12256,2023-11-08,2023-11-19,CUST-0190,Blake King,Enterprise,Europe,United Kingdom,Furniture,Storage,Online,28,818.03,0.27,65.8,Returned,5,,,,,,,
ORD-12257,2023-02-07,2023-02-18,CUST-0008,Avery Lopez,Consumer,Middle East,Qatar,Software,SaaS Subscriptions,Retail,-19,1162.77,0.14,54.8,Completed,5,,,negative,,,,
ORD-12258,2024-02-11,2024-02-18,CUST-0747,Reese Lopez,Government,Asia Pacific,Singapore,Software,Support Plans,Retail,28,953.76,0.11,65.2,Completed,3,,,,,,,
ORD-12259,2024-01-05,2024-01-06,CUST-0356,Sage Hall,Consumer,Asia Pacific,India,Furniture,Chairs,Online,48,1475.8,0.32,116.76,Completed,4,,,,,,,
ORD-12260,2025-03-13,2025-03-14,CUST-0474,Reese Lopez,Government,Europe,Germany,Services,Installation,Partner,37,402.61,0.33,22.47,Returned,5,,,,,,,
ORD-12261,2024-01-04,2024-01-13,CUST-0353,Taylor Chen,Consumer,Asia Pacific,India,Furniture,Desks,Partner,14,1494.87,0.5,142.28,Completed,5,,,,,,,
ORD-12262,2023-04-03,2023-04-17,CUST-0675,Avery Chen,Consumer,Asia Pacific,Japan,Furniture,Storage,Online,29,1142.4,0.35,90.32,Cancelled,4,,,,,,,
ORD-12263,2024-06-27,2024-06-30,CUST-0304,Blake Wilson,SMB,Middle East,Saudi Arabia,Services,Training,Online,50,618.06,0.34,39.04,Completed,4,,,,,,,
ORD-12264,2023-11-25,2023-11-28,CUST-0606,Sam Anderson,Consumer,North America,Mexico,Furniture,Lighting,Online,26,1111.58,0.1,2.07,Completed,4,,,,,,,
ORD-12265,2024-10-05,2024-10-16,CUST-0591,Drew Hall,SMB,Europe,France,Furniture,Lighting,Direct Sales,30,559.94,0.15,36.3,Completed,4,,,,,,,
ORD-12266,2023-08-21,2023-08-23,CUST-0415,Morgan Kim,SMB,Middle East,Saudi Arabia,Services,Training,Retail,32,239.75,0.18,45.12,Completed,4,,,,,,,
ORD-12267,2025-12-07,2025-12-11,CUST-0711,Dakota Singh,SMB,North America,Canada,Services,Installation,Online,4,174.25,0.26,6.82,Completed,2,,,,,,,
ORD-12268,2023-09-23,2023-09-27,CUST-0798,Riley Kim,SMB,Middle East,UAE,Furniture,Desks,Retail,45,1080.35,0.09,116.95,Completed,5,,,,,,,
ORD-12269,2023-12-02,2023-12-08,CUST-0282,,Government,Europe,France,Software,Licenses,Retail,7,1260.43,0.29,99.24,Completed,4,,,,,missing_name,,
ORD-12270,2023-08-26,2023-09-07,CUST-0536,Rowan Young,Enterprise,Latin America,Brazil,Services,Training,Retail,20,1511.04,0.1,34.59,Completed,4,,,,,,,
ORD-12271,2025-10-24,2025-10-25,CUST-0142,Drew Nguyen,Enterprise,Middle East,Saudi Arabia,Office Supplies,Paper,Retail,13,842.7,0.05,56.78,Completed,,,,,,,,missing
ORD-12272,2024-10-30,2027-11-16,CUST-0355,,Consumer,Europe,Spain,Services,Consulting,Direct Sales,2,1673.82,0.5,134.38,Cancelled,5,,ship_date_far_future,,,missing_name,,
ORD-12273,2023-10-12,2023-10-23,CUST-0275,Pat Lee,Enterprise,Latin America,Argentina,Office Supplies,Pens,Online,10,366.06,0.06,19.17,Completed,4,,,,,,,
ORD-12274,2025-10-10,2025-10-13,CUST-0231,Avery Singh,SMB,Asia Pacific,India,Furniture,Storage,Online,26,1700.07,0.18,83.43,Cancelled,5,,,,,,,
ORD-12275,2023-09-17,2023-09-20,CUST-0515,Dakota Johnson,Government,Asia Pacific,Singapore,Software,Licenses,Direct Sales,33,1415.89,0.27,60.0,Completed,2,,,,,,,
ORD-12276,2025-01-01,2025-01-15,CUST-0310,Drew Patel,Government,Asia Pacific,Singapore,Furniture,Chairs,Direct Sales,4,1747.22,0.35,136.22,Completed,5,,,,,,,
ORD-12277,2025-10-03,2025-10-08,CUST-0528,Robin Martinez,Government,Asia Pacific,Japan,Services,Consulting,Direct Sales,15,294.39,0.02,135.69,Returned,,,,,,,,missing
ORD-12278,2025-09-16,2025-09-29,CUST-0373,Pat Kim,Government,Middle East,Saudi Arabia,Services,Installation,Direct Sales,6,1455.75,0.32,47.58,Cancelled,5,,,,,,,
ORD-12279,2024-08-19,2024-09-01,CUST-0692,Reese Patel,Consumer,North America,Canada,Software,Support Plans,Partner,30,762.73,0.04,91.79,Completed,4,,,,,,,
ORD-12280,2024-12-24,2024-12-27,CUST-0164,,Government,Asia Pacific,Australia,Software,SaaS Subscriptions,Direct Sales,29,1434.68,0.31,66.99,Completed,2,,,,,missing_name,,
ORD-12281,2025-09-09,2025-09-13,CUST-0378,Avery Kim,Enterprise,North America,United States,Software,SaaS Subscriptions,Partner,17,1384.85,0.28,118.53,Cancelled,4,,,,,,,
ORD-12282,2023-12-06,2023-12-11,CUST-0770,,Consumer,Middle East,UAE,Furniture,Desks,Online,15,608.77,0.31,71.97,Completed,,,,,,missing_name,,missing
ORD-11109,2023-01-21,2023-01-25,CUST-0770,Avery Anderson,Consumer,Asia Pacific,India,Furniture,Desks,Retail,15,223.12,0.33,85.68,Completed,5,duplicate_of_ORD-11109,,,,,,
ORD-12284,2025-08-05,2025-08-09,CUST-0142,Drew Nguyen,Enterprise,Europe,Germany,Software,Support Plans,Online,10,1814.86,0.08,120.2,Completed,4,,,,,,,
ORD-12285,2024-02-07,2024-02-08,CUST-0787,Dakota Kim,Government,Europe,United Kingdom,Software,Support Plans,Online,49,518.58,0.14,5.86,Cancelled,4,,,,,,,
ORD-12286,2023-08-05,2023-08-11,CUST-0270,Taylor Johnson,SMB,Asia Pacific,Spain,Furniture,Storage,Partner,15,34.39,0.04,75.62,Cancelled,1,,,,,,region_country_mismatch,
ORD-12287,2025-02-01,2025-02-04,CUST-0118,Jamie Martinez,Enterprise,Asia Pacific,Australia,Software,Support Plans,Retail,8,1403.62,0.08,10.17,Completed,4,,,,,,,
ORD-12288,2025-11-08,2025-11-20,CUST-0282,Robin Lee,Government,Latin America,Brazil,Office Supplies,Pens,Partner,47,666.07,0.32,42.97,Pending,5,,,,,,,
ORD-12228,2024-08-17,2024-08-30,CUST-0411,,Consumer,Europe,Germany,Services,Consulting,Direct Sales,13,782.23,0.01,36.21,Completed,5,duplicate_of_ORD-12228,,,,missing_name,,
ORD-12290,2025-11-27,2025-12-11,CUST-0161,Blake Clark,Government,Latin America,Brazil,Software,Support Plans,Partner,35,971.91,0.26,31.17,Completed,3,,,,,,,
ORD-12291,2024-06-26,2024-07-07,CUST-0711,Dakota Singh,SMB,Asia Pacific,India,Office Supplies,Labels,Retail,32,1419.47,0.35,43.52,Completed,5,,,,,,,
ORD-12292,2023-09-15,2023-09-29,CUST-0006,Avery Hall,Enterprise,Latin America,Brazil,Furniture,Lighting,Direct Sales,35,1737.8,0.07,56.38,Completed,5,,,,,,,
ORD-12293,2023-05-24,2023-05-27,CUST-0513,Sage Hall,Government,North America,United States,Electronics,Monitors,Direct Sales,46,1576.66,0.04,65.15,Completed,2,,,,,,,
ORD-12294,2025-11-05,2025-11-19,CUST-0296,Alex Wright,SMB,Asia Pacific,Australia,Software,Support Plans,Retail,12,1767.29,0.18,4.21,Returned,5,,,,,,,
ORD-12295,2023-08-30,2023-09-02,CUST-0299,Avery Garcia,Government,Latin America,Colombia,Software,Support Plans,Direct Sales,43,935.65,0.07,28.91,Completed,2,,,,,,,
ORD-12296,2024-06-12,2024-06-21,CUST-0116,Taylor Martinez,Enterprise,Asia Pacific,Japan,Services,Installation,Direct Sales,40,1716.98,0.34,83.49,Completed,5,,,,,,,
ORD-12297,2024-06-21,2024-06-22,CUST-0383,Jordan Patel,SMB,Latin America,Colombia,Office Supplies,Binders,Retail,4,1871.86,0.03,125.35,Completed,4,,,,,,,
ORD-12298,2024-10-19,2024-10-20,CUST-0132,Dakota Kim,Government,North America,France,Services,Consulting,Online,49,373.38,0.17,55.92,Completed,5,,,,,,region_country_mismatch,
ORD-12299,2025-06-20,2025-06-23,CUST-0244,Dakota Johnson,Enterprise,Middle East,Saudi Arabia,Software,Support Plans,Direct Sales,37,26.82,0.16,134.09,Completed,4,,,,,,,
ORD-12300,2024-03-03,2027-06-24,CUST-0738,Skyler Johnson,Enterprise,Europe,Germany,Services,Installation,Online,18,1067.95,0.08,10.34,Completed,4,,ship_date_far_future,,,,,
ORD-12301,2024-09-07,2024-09-09,CUST-0655,Finley Patel,Government,Asia Pacific,Australia,Furniture,Chairs,Partner,3,1419.61,0.05,89.01,Completed,,,,,,,,missing
ORD-12302,2023-04-05,2023-04-11,CUST-0552,Quinn Johnson,SMB,Asia Pacific,Singapore,Electronics,Networking,Online,17,461.58,0.23,15.74,Completed,4,,,,,,,
ORD-12303,2023-06-06,2023-06-19,CUST-0257,Pat Chen,Government,Latin America,Colombia,Services,Training,Online,27,674.81,0.18,106.72,Returned,4,,,,,,,
ORD-12304,2025-05-08,2025-05-17,CUST-0651,Robin Hall,Government,North America,Mexico,Software,SaaS Subscriptions,Online,36,1915.5,0.31,83.05,Completed,3,,,,,,,
ORD-12305,2025-08-04,2025-08-05,CUST-0407,Morgan Garcia,SMB,North America,Mexico,Office Supplies,Binders,Retail,24,1724.35,0.1,141.61,Completed,3,,,,,,,
ORD-12306,2023-06-22,2023-07-03,CUST-0353,Taylor Chen,Consumer,Latin America,Brazil,Software,SaaS Subscriptions,Online,24,255.94,0.35,88.18,Completed,1,,,,,,,
ORD-12307,2025-04-02,2025-04-13,CUST-0317,Morgan Lopez,Enterprise,Middle East,UAE,Furniture,Chairs,Direct Sales,45,1641.78,0.07,78.11,Completed,5,,,,,,,
ORD-12200,2023-12-23,2023-12-22,CUST-0009,Alex Brown,Government,Latin America,Argentina,Software,SaaS Subscriptions,Retail,40,899.68,0.24,13.15,Completed,4,duplicate_of_ORD-12200,ship_before_order,,,,,
ORD-12309,2025-11-13,2025-11-27,CUST-0416,Skyler Johnson,Consumer,Asia Pacific,India,Services,Installation,Online,10,1907.02,0.24,116.72,Completed,3,,,,,,,
ORD-12310,2024-02-17,2024-02-23,CUST-0208,Quinn Lee,SMB,Latin America,Argentina,Services,Consulting,Direct Sales,38,930.67,0.14,59.16,Completed,2,,,,,,,
ORD-12243,2023-08-25,2023-09-02,CUST-0473,Drew Hall,Enterprise,Asia Pacific,India,Software,Licenses,Retail,36,1820.79,0.09,17.56,Completed,5,duplicate_of_ORD-12243,,,,,,
ORD-12312,2025-10-18,2025-10-25,CUST-0178,Jamie Nguyen,Consumer,North America,Canada,Office Supplies,Paper,Online,41,446.46,0.12,44.73,Returned,4,,,,,,,
ORD-12313,2024-01-30,2024-02-10,CUST-0134,Morgan Thomas,SMB,Europe,Colombia,Software,Licenses,Retail,19,1393.09,0.33,116.72,Returned,4,,,,,,region_country_mismatch,
ORD-12314,2024-12-13,2024-12-16,CUST-0330,Drew Nguyen,SMB,Europe,France,Services,Training,Retail,6,1548.6,0.14,40.74,Pending,5,,,,,,,
ORD-12315,2023-05-25,2023-05-26,CUST-0141,Alex Hall,SMB,North America,Mexico,Furniture,Lighting,Online,5,497.55,0.26,64.43,Completed,5,,,,,,,
ORD-12316,2023-03-24,2023-03-25,CUST-0539,Alex Wright,Consumer,Asia Pacific,Singapore,Office Supplies,Binders,Retail,22,1416.68,0.33,77.58,Completed,5,,,,,,,
ORD-12317,2025-10-16,2025-10-20,CUST-0615,Rowan Smith,Government,Europe,Germany,Software,Support Plans,Online,1,1667.25,0.09,77.45,Completed,4,,,,,,,
ORD-12318,2024-11-14,2024-11-16,CUST-0474,Reese Lopez,Government,Asia Pacific,Australia,Electronics,Accessories,Direct Sales,3,615.81,0.07,1.09,Completed,5,,,,,,,
ORD-12319,2025-03-19,2025-04-01,CUST-0166,Morgan Lopez,SMB,Europe,France,Electronics,Networking,Retail,14,913.64,0.32,102.02,Completed,2,,,,,,,
ORD-11108,2024-10-31,2024-11-12,CUST-0303,Avery Lopez,SMB,North America,Mexico,Office Supplies,Pens,Online,32,214.72,0.02,135.27,Completed,4,duplicate_of_ORD-11108,,,,,,
ORD-12321,2025-04-17,2025-04-29,CUST-0021,Drew Kim,SMB,North America,Mexico,Services,Training,Direct Sales,43,1055.82,0.13,78.21,Completed,3,,,,,,,
ORD-12322,2023-10-17,2023-10-27,CUST-0180,Jordan Wilson,Government,Latin America,Argentina,Office Supplies,Paper,Online,10,1608.43,0.05,61.17,Completed,4,,,,,,,
ORD-12323,2023-07-29,2023-08-03,CUST-0624,Sage Young,Enterprise,Middle East,Saudi Arabia,Electronics,Accessories,Retail,47,1831.57,0.08,47.72,Completed,5,,,,,,,
ORD-12324,2023-05-20,2023-05-28,CUST-0347,Rowan Clark,Consumer,Asia Pacific,Australia,Furniture,Lighting,Retail,31,1965.64,0.23,32.65,Completed,5,,,,,,,
ORD-12325,2025-03-06,2025-03-20,CUST-0637,Robin Wright,Government,Middle East,UAE,Office Supplies,Labels,Retail,41,493.46,0.17,76.54,Completed,3,,,,,,,
ORD-12326,2024-02-13,2024-02-20,CUST-0545,Alex Kim,Enterprise,Latin America,Argentina,Electronics,Laptops,Direct Sales,21,794.68,0.03,107.49,Completed,5,,,,,,,
ORD-12327,2025-02-19,2025-02-21,CUST-0089,Riley Lee,Enterprise,Asia Pacific,Japan,Electronics,Networking,Online,29,1668.57,0.21,135.58,Completed,5,,,,,,,
ORD-12328,2023-05-22,2023-06-04,CUST-0099,Taylor Young,SMB,Latin America,Colombia,Software,SaaS Subscriptions,Online,16,670.73,0.05,60.82,Completed,4,,,,,,,
ORD-12329,2025-10-14,2025-10-26,CUST-0108,Dakota Chen,SMB,North America,Mexico,Software,Licenses,Retail,29,734.08,0.29,18.06,Completed,3,,,,,,,
ORD-12330,2024-02-23,2024-02-25,CUST-0454,Reese Garcia,Government,Europe,United Kingdom,Electronics,Accessories,Direct Sales,-5,1581.95,0.18,57.94,Completed,5,,,negative,,,,
ORD-12331,2024-01-24,2024-01-26,CUST-0561,Drew Hall,Consumer,North America,United States,Electronics,Monitors,Partner,29,0.0,0.33,87.03,Completed,3,,,,zero_unit_price,,,
ORD-12332,2025-09-15,2025-09-17,CUST-0666,Jamie Martinez,Government,Middle East,Qatar,Software,Support Plans,Retail,18,387.78,0.19,16.6,Completed,2,,,,,,,
ORD-12333,2025-06-21,2025-07-04,CUST-0545,Alex Kim,Enterprise,Asia Pacific,India,Services,Training,Partner,4,357.69,0.06,107.97,Completed,,,,,,,,missing
ORD-12334,2024-08-04,2024-08-09,CUST-0278,Finley King,Enterprise,Asia Pacific,Japan,Services,Consulting,Direct Sales,20,1283.15,0.02,125.16,Completed,5,,,,,,,
ORD-12335,2024-11-10,2024-11-18,CUST-0745,Skyler Singh,SMB,Asia Pacific,India,Furniture,Chairs,Direct Sales,22,425.45,0.09,127.98,Pending,2,,,,,,,
